Name,Slug,Email,Phone,Website,Address,Categories,Relevant Countries,Quality,Sources,Directory URL,JSON URL,Lead Score,Reason,Priority
APONEO – Mehr als Apotheke,aponeo,datenschutz@aponeo.de,+49 800 4400200,https://www.aponeo.de,"Plauener Str. 163-165
13053 Berlin
Deutschland","health, commerce",de,verified,"https://www.aponeo.de/informationen/rechtliches/impressum/, https://www.aponeo.de/informationen/rechtliches/datenschutz/, https://github.com/datenanfragen/data/issues/261",https://www.datarequests.org/company/aponeo/,https://www.datarequests.org/db/aponeo.json,19,"health, verified, email, phone, website",High
AOK-Bundesverband eGbR,aok,datenschutz@bv.aok.de,+49 30 346460,https://www.aok.de/pp/bv/,"Rosenthaler Straße 31
10178 Berlin
Deutschland",insurance,de,verified,"https://www.aok.de/pk/rechtliches/datenschutzrechte-bundesverband/, https://www.aok.de/karriere/datenschutzrechte/",https://www.datarequests.org/company/aok/,https://www.datarequests.org/db/aok.json,19,"insurance, verified, email, phone, website",High
AOK Niedersachsen,aok-niedersachsen,Datenschutz@nds.aok.de,+49 511 87010,https://www.aok.de/pk/niedersachsen/,"Hildesheimer Straße 273
30519 Hannover
Deutschland",insurance,de,verified,"https://www.aok.de/pk/niedersachsen/inhalt/informationen-zur-datenverarbeitung-2/, https://www.aok.de/karriere/datenschutzrechte/, https://github.com/datenanfragen/data/issues/82",https://www.datarequests.org/company/aok-niedersachsen/,https://www.datarequests.org/db/aok-niedersachsen.json,19,"insurance, verified, email, phone, website",High
Anteolink Limited,chargebackhit,support@chargebackhit.com,,https://chargebackhit.com/,"loanni Mina, 8
‘Agios loannis
4871 Limassol
Cyprus",finance,all,verified,"https://chargebackhit.com/terms-of-use/, https://github.com/datenanfragen/data/pull/2149",https://www.datarequests.org/company/chargebackhit/,https://www.datarequests.org/db/chargebackhit.json,19,"finance, verified, email, website, global",High
ANTEC Servicepool GmbH,antec-servicepool,michael@schweyda.com,+49 511 2709030,https://www.antec-servicepool.de,"℅ Michael Schweyda
Goldene Aue 1
38640 Goslar
Deutschland",telecommunication,de,verified,"https://www.antec-servicepool.de/datenschutz, https://github.com/datenanfragen/data/pull/2502",https://www.datarequests.org/company/antec-servicepool/,https://www.datarequests.org/db/antec-servicepool.json,19,"telecom, verified, email, phone, website",High
SYNLAB Holding Deutschland GmbH,synlab,datenschutz@synlab.com,+49 821 521570,https://www.synlab.de,"Gubener Straße 39
86156 Augsburg
Deutschland",health,de,verified,"https://www.synlab.de/datenschutz, https://www.synlab.de/impressum, https://github.com/datenanfragen/data/pull/2642",https://www.datarequests.org/company/synlab/,https://www.datarequests.org/db/synlab.json,19,"health, verified, email, phone, website",High
Sykes Enterprises Bochum GmbH & Co. KG,sykes-de,Datenschutz@sykes.com,+49 234 5398000,https://www.sykes.com,"Bessemerstr. 85
44793 Bochum
Deutschland",telecommunication,de,verified,"https://www.sykes.com/germany/kontakt/, https://github.com/datenanfragen/data/pull/1218, https://www.sykes.com/privacy-policy/gdpr-privacy-statement/",https://www.datarequests.org/company/sykes-de/,https://www.datarequests.org/db/sykes-de.json,19,"telecom, verified, email, phone, website",High
SWICA Krankenversicherung AG,swica,datenschutz@swica.ch,+41 52 244 22 33,https://www.swica.ch/,"Römerstrasse 38
8401 Winterthur
Schweiz",health,"li, ch",verified,"https://www.swica.ch/de/ueber-swica/portrait/ueberblick/datenschutz, https://www.swica.ch/de/ueber-swica/portrait/ueberblick/datenschutz/datenschutzerklaerung, https://www4.swica.ch/p/826_d_Datenschutzerklaerung_Liechtenstein.pdf, https://www.swica.ch/de/ueber-swica/portrait/ueberblick/datenschutz/impressum",https://www.datarequests.org/company/swica/,https://www.datarequests.org/db/swica.json,19,"health, verified, email, phone, website",High
SV SparkassenVersicherung,sparkassenversicherung,service@sv.de,+49 711 898100,https://www.sparkassenversicherung.de,"Löwentorstraße 65
70376 Stuttgart
Deutschland",insurance,de,verified,https://www.sparkassenversicherung.de/datenschutz.html,https://www.datarequests.org/company/sparkassenversicherung/,https://www.datarequests.org/db/sparkassenversicherung.json,19,"insurance, verified, email, phone, website",High
Theresien Apotheke Filialapotheke der Ahorn Apotheke,ihre-ahornapotheke-de,info@ihre-ahornapotheke.de,+49 911 9518082,http://www.ihre-ahornapotheke.de,"Leipziger Platz 13
90491 Nürnberg
Deutschland",health,de,verified,"https://github.com/datenanfragen/data/issues/416, http://www.ihre-ahornapotheke.de/a/?page_id=6397, http://ihre-theresienapotheke.de/t/?page_id=6110",https://www.datarequests.org/company/ihre-ahornapotheke-de/,https://www.datarequests.org/db/ihre-ahornapotheke-de.json,19,"health, verified, email, phone, website",High
Texa S.p.A.,texa,dpo@texa.com,+39 0422 791393,https://www.texa.com,"Via Vallio 15
31050 Monastier di Treviso
Italy","utility, commerce, telecommunication","de, it, gb, es, pl, fr",verified,"https://www.texa.com, https://www.texa.com/privacy",https://www.datarequests.org/company/texa/,https://www.datarequests.org/db/texa.json,19,"telecom, verified, email, phone, website",High
Ammerländer Versicherung VVaG,ammerlaender-versicherung,datenschutz@ammerlaender-versicherung.de,+49 4488 537370,https://www.ammerlaender-versicherung.de/,"Bahnhofstraße 8
26655 Westerstede
Deutschland",insurance,de,verified,"https://github.com/datenanfragen/data/pull/1238, https://www.ammerlaender-versicherung.de/datenschutz.aspx",https://www.datarequests.org/company/ammerlaender-versicherung/,https://www.datarequests.org/db/ammerlaender-versicherung.json,19,"insurance, verified, email, phone, website",High
SOLIT Management GmbH,solit-kapital,datenschutz@solit-kapital.de,+49 6122 587070,https://www.solit-kapital.de/,"Otto-von-Guericke-Ring 10
65205 Wiesbaden
Deutschland",finance,"de, ch",verified,"https://www.solit-kapital.de/datenschutz, https://github.com/datenanfragen/data/pull/1724",https://www.datarequests.org/company/solit-kapital/,https://www.datarequests.org/db/solit-kapital.json,19,"finance, verified, email, phone, website",High
SolarWinds Software Europe DAC,solarwinds,privacy@solarwinds.com,,https://www.solarwinds.com/,"Unit 1101, Building 1000
City Gate, Mahon
Cork
Ireland",telecommunication,all,verified,"https://www.solarwinds.com/legal/privacy, https://www.solarwinds.com/company/contact-us, https://github.com/datenanfragen/data/pull/2072",https://www.datarequests.org/company/solarwinds/,https://www.datarequests.org/db/solarwinds.json,19,"telecom, verified, email, website, global",High
Supranet AG,supranet,dsb@supra.net,+423 377 44 43,https://supra.net/,"Im alten Riet 121
9494 Schaan
Liechtenstein",telecommunication,li,verified,https://supra.net/datenschutz,https://www.datarequests.org/company/supranet/,https://www.datarequests.org/db/supranet.json,19,"telecom, verified, email, phone, website",High
"Superhuman Labs, Inc.",superhuman,privacy@superhuman.com,,https://superhuman.com,"555 Mission Street #300
San Francisco CA 94105
United States of America",telecommunication,all,verified,"https://superhuman.com/privacy, https://superhuman.com/contact",https://www.datarequests.org/company/superhuman/,https://www.datarequests.org/db/superhuman.json,19,"telecom, verified, email, website, global",High
Südtiroler Sparkasse AG Niederlassung München,suedspa-de,Datenschutz@suedspa.de,+49 89 59944350,https://www.suedspa.de/,"Gaißacher Straße 18
81371 München
Deutschland",finance,de,verified,"https://www.suedspa.de/de/information/datenschutz/6-0.html, https://github.com/datenanfragen/data/pull/830",https://www.datarequests.org/company/suedspa-de/,https://www.datarequests.org/db/suedspa-de.json,19,"finance, verified, email, phone, website",High
Südtiroler Sparkasse AG,suedtiroler-sparkasse,privacy.crbz@sparkasse.it,+39 840 052 052,https://www.sparkasse.it,"Sparkassenstraße 12
39100 Bozen
Italy",finance,"it, at, ch",verified,"https://www.sparkasse.it/de/privacy/, https://github.com/datenanfragen/data/pull/831",https://www.datarequests.org/company/suedtiroler-sparkasse/,https://www.datarequests.org/db/suedtiroler-sparkasse.json,19,"finance, verified, email, phone, website",High
"Strava, Inc.",strava,dpo@strava.com,,https://www.strava.com,"208 Utah Street
San Francisco CA 94103
United States of America",health,all,verified,https://www.strava.com/legal/privacy,https://www.datarequests.org/company/strava/,https://www.datarequests.org/db/strava.json,19,"health, verified, email, website, global",High
STRATO AG,strato,datenschutz@strato.de,+49 30 3001460,https://www.strato.de,"Pascalstraße 10
10587 Berlin
Deutschland",telecommunication,de,verified,"https://www.strato.de/datenschutz/, https://www.strato.de/impressum/",https://www.datarequests.org/company/strato/,https://www.datarequests.org/db/strato.json,19,"telecom, verified, email, phone, website",High
ARAG Allgemeine Versicherungs-AG,arag-de,datenschutz@arag.de,+49 211 98700700,https://www.arag.de,"AKB 105D
ARAG Platz 1
40472 Düsseldorf
Deutschland",insurance,de,verified,"https://www.arag.de/datenschutzerklaerung/, https://github.com/datenanfragen/data/issues/606",https://www.datarequests.org/company/arag-de/,https://www.datarequests.org/db/arag-de.json,19,"insurance, verified, email, phone, website",High
Apple Distribution International Ltd.,apple,contactus.de@euro.apple.com,,https://www.apple.com,"Hollyhill Industrial Estate
Hollyhill, Cork
Ireland","commerce, entertainment, telecommunication",all,verified,"https://www.apple.com/legal/privacy/de-ww/, https://www.apple.com/legal/privacy/en-ww/, https://www.apple.com/de/contact/, https://github.com/datenanfragen/data/pull/3450, https://github.com/datenanfragen/data/pull/3465",https://www.datarequests.org/company/apple/,https://www.datarequests.org/db/apple.json,19,"telecom, verified, email, website, global",High
Apotheke am Engelbecken,apotheke-am-engelbecken,gesundheit@apotheke-am-engelbecken.de,+49 30 27560275,https://www.apotheke-am-engelbecken.de,"Heinrich-Heine-Str. 15
10179 Berlin-Mitte
Deutschland","health, commerce",de,verified,"https://github.com/datenanfragen/data/issues/574, https://www.apotheke-am-engelbecken.de/info/impressum/",https://www.datarequests.org/company/apotheke-am-engelbecken/,https://www.datarequests.org/db/apotheke-am-engelbecken.json,19,"health, verified, email, phone, website",High
Stiftung Begabtenförderung berufliche Bildung gGmbH,sbb-stipendien-de,datenschutz@sbb-stipendien.de,+49 228 28614060,https://www.sbb-stipendien.de,"c/o Sicoda GmbH
Rochusstraße 198
53123 Bonn
Deutschland",finance,de,verified,"https://www.sbb-stipendien.de/sbb-start/datenschutz/datenschutz-bewerbung, https://github.com/datenanfragen/data/pull/1561",https://www.datarequests.org/company/sbb-stipendien-de/,https://www.datarequests.org/db/sbb-stipendien-de.json,19,"finance, verified, email, phone, website",High
Stellantis Bank SA Niederlassung Deutschland,opelbank-de,info-de@stellantis-finance.com,+49 6102 302111,https://www.stellantis-financial-services.de,"Siemensstraße 10
63263 Neu-Isenburg am Main
Deutschland",finance,de,verified,"https://www.stellantis-financial-services.de/datenschutz, https://www.stellantis-direktbank.de/datenschutzerklaerung.html, https://www.opel-direktbank.de/datenschutzinformationen, https://financing.peugeot.store/datenschutz, https://github.com/datenanfragen/data/pull/827",https://www.datarequests.org/company/opelbank-de/,https://www.datarequests.org/db/opelbank-de.json,19,"finance, verified, email, phone, website",High
StartMail BV,startmail,privacypolicy@startmail.com,,https://www.startmail.com,"Boulevard 11
3707 BK Zeist
The Netherlands",telecommunication,all,verified,https://www.startmail.com/en/privacy,https://www.datarequests.org/company/startmail/,https://www.datarequests.org/db/startmail.json,19,"telecom, verified, email, website, global",High
Star Finanz GmbH,yomo-starfinanz,datenschutz@starfinanz.de,+49 40 237280,https://www.starfinanz.de,"Grüner Deich 15
20097 Hamburg
Deutschland",finance,de,verified,"https://www.starfinanz.de/datenschutz/, https://www.starfinanz.de/impressum/, https://financefwd.com/de/yomo-abschied/",https://www.datarequests.org/company/yomo-starfinanz/,https://www.datarequests.org/db/yomo-starfinanz.json,19,"finance, verified, email, phone, website",High
Stadtsparkasse München,stadtsparkasse-muenchen,datenschutzbeauftragter@sskm.de,+49 89 21670,https://www.sskm.de,"Sparkassenstraße 2
80331 München
Deutschland",finance,de,verified,"https://www.sskm.de/de/home/toolbar/datenschutz.html?n=true&stref=footer, https://github.com/datenanfragen/data/pull/2786",https://www.datarequests.org/company/stadtsparkasse-muenchen/,https://www.datarequests.org/db/stadtsparkasse-muenchen.json,19,"finance, verified, email, phone, website",High
SIGNAL IDUNA Gruppe,signal-iduna,datenschutz@signal-iduna.de,+49 231 1354630,https://www.signal-iduna.de/,"Joseph-Scherer-Straße 3
44139 Dortmund
Deutschland",insurance,de,verified,"https://www.signal-iduna.de/datenschutz-und-rechtliche-hinweise.php, https://www.signal-iduna.de/anbieter.php",https://www.datarequests.org/company/signal-iduna/,https://www.datarequests.org/db/signal-iduna.json,19,"insurance, verified, email, phone, website",High
SHL Telemedizin GmbH,shl-telemedizin,datenschutz@shltm.de,+49 89 480590,https://www.shl-telemedizin.de,"Balanstraße 69b
81541 München
Deutschland",health,de,verified,"https://www.shl-telemedizin.de/datenschutz/, https://github.com/datenanfragen/data/issues/664",https://www.datarequests.org/company/shl-telemedizin/,https://www.datarequests.org/db/shl-telemedizin.json,19,"health, verified, email, phone, website",High
AutoScout24 GmbH,autoscout24,widerspruch@autoscout24.de,+49 89 444561666,https://www.autoscout24.de/,"Bothestraße 11 – 15
81675 München
Deutschland","commerce, finance, insurance",de,verified,"http://about.autoscout24.com/de-de/au-company/au-company-privacy.aspx?genlnk=foot&genlnkorigin=de-all-all-home, http://about.autoscout24.com/de-de/au-company/au-company-imprint.aspx?genlnk=foot&genlnkorigin=de-vm-custom-b2c-lp-autokreditvergleich",https://www.datarequests.org/company/autoscout24/,https://www.datarequests.org/db/autoscout24.json,19,"finance, verified, email, phone, website",High
Audi BKK,audibkk,datenschutz@audibkk.de,+49 841 887887,https://www.audibkk.de/,"Postfach 100 160
85001 Ingolstadt
Deutschland",insurance,de,verified,"https://www.audibkk.de/datenschutz/, https://www.audibkk.de/impressum/",https://www.datarequests.org/company/audibkk/,https://www.datarequests.org/db/audibkk.json,19,"insurance, verified, email, phone, website",High
Senfcall,senfcall,datenschutz@senfcall.de,,https://www.senfcall.de/,"c/o Computerwerk Darmstadt e.V.
Karolinenplatz 5
64289 Darmstadt
Germany","telecommunication, nonprofit",all,verified,https://www.senfcall.de/gdpr,https://www.datarequests.org/company/senfcall/,https://www.datarequests.org/db/senfcall.json,19,"telecom, verified, email, website, global",High
Scaleway,scaleway,privacy@scaleway.com,,https://www.scaleway.com,"8 rue de la Ville l’Evêque
75008 Paris 8
France",telecommunication,all,verified,"https://www.scaleway.com/en/privacy-policy/, https://github.com/datenanfragen/data/pull/1086",https://www.datarequests.org/company/scaleway/,https://www.datarequests.org/db/scaleway.json,19,"telecom, verified, email, website, global",High
Splitwise Inc.,splitwise,support@splitwise.com,,https://secure.splitwise.com/,"150 Union St #606
Providence, RI 02903
United States of America",finance,all,verified,"https://secure.splitwise.com/privacy, https://github.com/datenanfragen/data/pull/2629",https://www.datarequests.org/company/splitwise/,https://www.datarequests.org/db/splitwise.json,19,"finance, verified, email, website, global",High
Sparkasse Karlsruhe,sparkasse-karlsruhe,datenschutzbeauftragter@spk-ka.de,+49 721 1460,https://www.sparkasse-karlsruhe.de/,"Kaiserstr. 223
76133 Karlsruhe
Deutschland",finance,de,verified,"https://www.sparkasse-karlsruhe.de/de/home/toolbar/datenschutz.html, https://github.com/datenanfragen/data/pull/2010",https://www.datarequests.org/company/sparkasse-karlsruhe/,https://www.datarequests.org/db/sparkasse-karlsruhe.json,19,"finance, verified, email, phone, website",High
Sparkasse Ingolstadt Eichstätt,sparkasse-ingolstadt-eichstaett,dsb@spk-in-ei.de,+49 841 3044040,https://www.spk-in-ei.de/,"Rathausplatz 6
85049 Ingolstadt
Deutschland",finance,de,verified,"https://www.spk-in-ei.de/de/home/toolbar/datenschutz.html, https://github.com/datenanfragen/data/pull/1830",https://www.datarequests.org/company/sparkasse-ingolstadt-eichstaett/,https://www.datarequests.org/db/sparkasse-ingolstadt-eichstaett.json,19,"finance, verified, email, phone, website",High
Sparkasse Hannover,sparkasse-hannover,datenschutzbeauftragter@sparkasse-hannover.de,,https://www.sparkasse-hannover.de,"Raschplatz 4
30161 Hannover
Deutschland",finance,all,verified,"https://www.sparkasse-hannover.de/de/home/toolbar/datenschutz.html, https://github.com/datenanfragen/data/pull/1271",https://www.datarequests.org/company/sparkasse-hannover/,https://www.datarequests.org/db/sparkasse-hannover.json,19,"finance, verified, email, website, global",High
Sparda-Bank West eG,sparda-west,datenschutz@sparda-west.de,+49 211 23932393,https://www.sparda-west.de,"Ludwig-Erhard-Allee 15
40227 Düsseldorf
Deutschland",finance,de,verified,"https://www.sparda-west.de/datenschutz.html, https://www.sparda-west.de/internetauftritt/globale-inhaltsseiten/nachricht-pressemitteilung_9280.html, https://github.com/datenanfragen/data/pull/736",https://www.datarequests.org/company/sparda-west/,https://www.datarequests.org/db/sparda-west.json,19,"finance, verified, email, phone, website",High
Sparda-Bank Hessen eG,sparda-hessen,datenschutz@sparda-hessen.de,+49 69 7537500,https://www.sparda-hessen.de,"Osloer Straße 2
60327 Frankfurt am Main
Deutschland",finance,de,verified,"https://www.sparda-hessen.de/datenschutz.html, https://github.com/datenanfragen/data/pull/856",https://www.datarequests.org/company/sparda-hessen/,https://www.datarequests.org/db/sparda-hessen.json,19,"finance, verified, email, phone, website",High
Sparda-Bank Hannover eG,sparda-bank-hannover,sparda@sparda-h.de,+49 511 30180,https://www.sparda-h.de/,"c/o SIZ GmbH
Simrockstraße 4
53113 Bonn
Deutschland",finance,de,verified,https://www.sparda-h.de/service/rechtliche-hinweise/datenschutz.html,https://www.datarequests.org/company/sparda-bank-hannover/,https://www.datarequests.org/db/sparda-bank-hannover.json,19,"finance, verified, email, phone, website",High
Soverin B.V.,soverin,support@soverin.net,,https://soverin.net,"Vijzelstraat 68
1017 HL Amsterdam
The Netherlands",telecommunication,all,verified,"https://soverin.com/about/privacy, https://soverin.com/about/general-terms-and-conditions",https://www.datarequests.org/company/soverin/,https://www.datarequests.org/db/soverin.json,19,"telecom, verified, email, website, global",High
Assurant Deutschland GmbH,assurant,info@assurantsolutions.de,+49 69 6657580,https://www.assurant.de/,"Lyoner Straße 15
60528 Frankfurt am Main
Deutschland",insurance,de,verified,"https://www.assurant.de/impressum, https://github.com/datenanfragen/data/issues/507",https://www.datarequests.org/company/assurant/,https://www.datarequests.org/db/assurant.json,19,"insurance, verified, email, phone, website",High
Ärzte ohne Grenzen e. V.,aerzte-ohne-grenzen,office@berlin.msf.org,+49 30 7001300,https://www.aerzte-ohne-grenzen.de,"Schwedenstraße 9
13359 Berlin
Deutschland","nonprofit, health",de,verified,"https://www.aerzte-ohne-grenzen.de/datenschutz-und-datensicherheit, https://github.com/datenanfragen/data/pull/877",https://www.datarequests.org/company/aerzte-ohne-grenzen/,https://www.datarequests.org/db/aerzte-ohne-grenzen.json,19,"health, verified, email, phone, website",High
TÜV SÜD,tuev-sued,datenschutzbeauftragter@tuvsud.com,+49 89 57910,https://www.tuvsud.com,"Westendstr. 199
80686 München
Deutschland","public body, school, telecommunication, travel, commerce, utility, health",de,verified,"https://www.tuvsud.com/de-de/datenschutz, https://www.tuvsud.com/de-de/impressum",https://www.datarequests.org/company/tuev-sued/,https://www.datarequests.org/db/tuev-sued.json,19,"health, verified, email, phone, website",High
TÜV Rheinland Group,tuev-rheinland,datenschutzbeauftragter@de.tuv.com,+49 221 8060,https://www.tuv.com,"Am Grauen Stein
51105 Köln
Deutschland","public body, school, telecommunication, travel, commerce, utility, health",de,verified,https://www.tuv.com/germany/de/data-protection-declaration-de/,https://www.datarequests.org/company/tuev-rheinland/,https://www.datarequests.org/db/tuev-rheinland.json,19,"health, verified, email, phone, website",High
TÜV NORD GROUP,tuev-nord,privacy@tuev-nord.de,+49 201 8252165,https://www.tuev-nord.de,"Am Technologiepark 1
45307 Essen
Deutschland","commerce, health, utility, school, telecommunication, public body",de,verified,"https://www.tuev-nord.de/de/datenschutz/, https://www.tuev-nord.de/de/datenschutz-mpi/, https://www.medituev.de/de/datenschutz/, https://www.tuev-nord.de/de/datenschutz-ensys/, https://www.tuev-nord.de/de/unternehmen/bildung/bildungsberater-standorte/tuev-nord-akademie/datenschutz/datenschutzhinweise/, https://www.tuev-nord.de/fileadmin/user_upload/datenschutz-systems.pdf, https://www.tuev-nord.de/de/dsgvo/, https://www.tuev-nord.de/de/impressum/",https://www.datarequests.org/company/tuev-nord/,https://www.datarequests.org/db/tuev-nord.json,19,"health, verified, email, phone, website",High
Tucows,tucows,dpo@tucows.com,,https://www.tucows.com,"c/o Rickert Rechtsanwaltsgesellschaft m.b.H
Kaiserplatz 7 - 9
53113 Bonn
Germany",telecommunication,all,verified,"https://www.hover.com/privacy, https://opensrs.com/privacy-policy/",https://www.datarequests.org/company/tucows/,https://www.datarequests.org/db/tucows.json,19,"telecom, verified, email, website, global",High
TTT-Filmservice GmbH,ttt48,shop@ttt48.de,+49 7131 3828998,https://www.ttt48.de,"Röntgentraße 4
67133 Maxdorf
Deutschland","commerce, health",de,verified,"https://www.ttt48.de/datenschutz.html, https://github.com/datenanfragen/data/pull/1544",https://www.datarequests.org/company/ttt48/,https://www.datarequests.org/db/ttt48.json,19,"health, verified, email, phone, website",High
Triodos Bank N.V. Deutschland,triodos,datenschutz@triodos.de,+49 69 71719191,https://www.triodos.de,"Falkstraße 5
60487 Frankfurt am Main
Deutschland",finance,de,verified,"https://www.triodos.de/datenschutz, https://www.triodos.de/impressum, https://github.com/datenanfragen/data/pull/2418",https://www.datarequests.org/company/triodos/,https://www.datarequests.org/db/triodos.json,19,"finance, verified, email, phone, website",High
ALPHA BANK S.A.,alpha-bank-gr,contact-DPO@alpha.gr,+30 21 0326 6953,https://www.alpha.gr/,"43, Panepistimiou Street
105 64 Athens
Greece",finance,gr,verified,https://www.alpha.gr/en/retail/oroi/personal-data-protection,https://www.datarequests.org/company/alpha-bank-gr/,https://www.datarequests.org/db/alpha-bank-gr.json,19,"finance, verified, email, phone, website",High
Allianz SE,allianz,goodprivacy@allianz.com,+49 89 38000,https://www.allianz.com,"Königinstraße 28
80802 München
Deutschland",insurance,de,verified,"https://www.allianz.com/de/datenschutzprinzipien.html#Datenschutzerklaerung, https://www.allianz.com/de/impressum-allianz-se.html",https://www.datarequests.org/company/allianz/,https://www.datarequests.org/db/allianz.json,19,"insurance, verified, email, phone, website",High
Avira Holding GmbH & Co. KG,avira,data-privacy@avira.com,,https://www.avira.com,"c/o Pembroke Privacy Ltd.
4 Upper Pembroke Street
Dublin 2
Ireland","telecommunication, commerce",all,verified,"https://www.avira.com/en/privacy-policy/contact, https://github.com/datenanfragen/data/issues/49",https://www.datarequests.org/company/avira/,https://www.datarequests.org/db/avira.json,19,"telecom, verified, email, website, global",High
ROLAND-Gruppe,roland-rechtsschutz,datenschutz@roland-ag.de,+49 221 8277500,https://www.roland-rechtsschutz.de,"Deutz-Kalker Straße 46
50679 Köln
Deutschland",insurance,de,verified,"https://www.roland-rechtsschutz.de/datenschutz/datenschutz.html, https://www.roland-rechtsschutz.de/impressum/impressum.html",https://www.datarequests.org/company/roland-rechtsschutz/,https://www.datarequests.org/db/roland-rechtsschutz.json,19,"insurance, verified, email, phone, website",High
Robert Koch-Institut (RKI),rki-bund,datenschutz@rki.de,+49 30 187540,https://www.rki.de,"Nordufer 20
13353 Berlin
Deutschland","public body, health",de,verified,"https://www.rki.de/DE/Service/Datenschutz/datenschutz_node.html, https://www.rki.de/DE/Service/Impressum/impressum_node.html, https://github.com/datenanfragen/data/issues/612",https://www.datarequests.org/company/rki-bund/,https://www.datarequests.org/db/rki-bund.json,19,"health, verified, email, phone, website",High
smava GmbH,smava,datenschutz@smava.de,+49 800 0009800,https://www.smava.de/,"Palisadenstraße 90
10243 Berlin
Deutschland",finance,de,verified,"https://www.smava.de/datenschutz, https://github.com/datenanfragen/data/issues/68",https://www.datarequests.org/company/smava/,https://www.datarequests.org/db/smava.json,19,"finance, verified, email, phone, website",High
Sky Deutschland Fernsehen GmbH & Co. KG,sky-de,datenschutz@sky.de,+49 180 6 110000,https://www.sky.de,"Medienallee 26
85774 Unterföhring
Deutschland","telecommunication, entertainment","de, at, ch",verified,"https://www.sky.de/impressum, https://www.sky.de/datenschutz, https://www.wowtv.de/datenschutz-und-cookies, https://github.com/datenanfragen/data/pull/2016",https://www.datarequests.org/company/sky-de/,https://www.datarequests.org/db/sky-de.json,19,"telecom, verified, email, phone, website",High
sipgate GmbH,sipgate,datenschutz@sipgate.de,+49 211 6355550,https://www.sipgate.de/,"Gladbacher Straße 74
40219 Düsseldorf
Deutschland",telecommunication,"de, gb",verified,"https://www.sipgate.de/datenschutz, https://www.sipgate.de/impressum",https://www.datarequests.org/company/sipgate/,https://www.datarequests.org/db/sipgate.json,19,"telecom, verified, email, phone, website",High
SimpleLogin SAS,simplelogin,privacy@simplelogin.io,,https://simplelogin.io/,"147 boulevard Henri Sellier
92150 Suresnes
France",telecommunication,all,verified,"https://simplelogin.io/privacy/, https://github.com/datenanfragen/data/pull/2314",https://www.datarequests.org/company/simplelogin/,https://www.datarequests.org/db/simplelogin.json,19,"telecom, verified, email, website, global",High
SilverTours GmbH,billiger-mietwagen-de,datenschutz@billiger-mietwagen.de,+49 221 56799911,https://www.billiger-mietwagen.de/,"Konrad-Goldmann-Straße 5d
79100 Freiburg
Deutschland","travel, insurance",de,verified,"https://www.billiger-mietwagen.de/datenschutz.htm, https://www.billiger-mietwagen.de/impressum.htm",https://www.datarequests.org/company/billiger-mietwagen-de/,https://www.datarequests.org/db/billiger-mietwagen-de.json,19,"insurance, verified, email, phone, website",High
R+V Versicherungsgruppe,ruv-versicherung,datenschutz@ruv.de,+49 611 5335074,https://www.ruv.de,"Raiffeisenplatz 1
65189 Wiesbaden
Deutschland",insurance,de,verified,"https://www.ruv.de/datenschutz, https://www.ruv.de/impressum",https://www.datarequests.org/company/ruv-versicherung/,https://www.datarequests.org/db/ruv-versicherung.json,19,"insurance, verified, email, phone, website",High
Quoniam Asset Management GmbH,quoniam,dataprotection@quoniam.com,+49 69 743840,https://www.quoniam.com,"Westhafenplatz 1
60327 Frankfurt am Main
Deutschland",finance,de,verified,"https://www.quoniam.com/datenschutzerklaerung/, https://www.quoniam.com/impressum/",https://www.datarequests.org/company/quoniam/,https://www.datarequests.org/db/quoniam.json,19,"finance, verified, email, phone, website",High
Scalable Capital Vermögensverwaltung GmbH,scalablecapital,service@scalable.capital,+49 221 2221830,https://de.scalable.capital/,"c/o KINAST Rechtsanwaltsgesellschaft mbH
Hohenzollernring 54
50672 Köln
Deutschland",finance,"de, at",verified,"https://de.scalable.capital/impressum, https://de.scalable.capital/datenschutz",https://www.datarequests.org/company/scalablecapital/,https://www.datarequests.org/db/scalablecapital.json,19,"finance, verified, email, phone, website",High
samedi GmbH,samedi-de,datenschutz@samedi.de,+49 30 212307070,https://www.samedi.de,"Rigaer Straße 44
10247 Berlin
Deutschland",health,"de, at, ch",verified,"https://www.samedi.de/datenschutz.html, https://github.com/datenanfragen/data/pull/972",https://www.datarequests.org/company/samedi-de/,https://www.datarequests.org/db/samedi-de.json,19,"health, verified, email, phone, website",High
SAARLAND Versicherungen,saarland-versicherungen,datenschutz@saarland-versicherungen.de,+49 89 21601880,https://www.saarland-versicherungen.de,"Mainzer Straße 32 – 34
66111 Saarbrücken
Deutschland",insurance,de,verified,"https://www.saarland-versicherungen.de/content/ihre-saarland/unternehmen/compliance-datenschutz/#datenschutz, https://www.saarland-versicherungen.de/content/ihre-saarland/impressum/",https://www.datarequests.org/company/saarland-versicherungen/,https://www.datarequests.org/db/saarland-versicherungen.json,19,"insurance, verified, email, phone, website",High
S Broker AG & Co. KG,s-broker,datenschutz@sbroker.de,+49 611 20441911,https://www.sbroker.de,"Carl-Bosch-Straße 10
65203 Wiesbaden
Deutschland",finance,de,verified,"https://www.sbroker.de/sbl/home/ds, https://www.sbroker.de/sbl/home/impressum, https://github.com/datenanfragen/data/pull/1268",https://www.datarequests.org/company/s-broker/,https://www.datarequests.org/db/s-broker.json,19,"finance, verified, email, phone, website",High
